Attendance,Hours_Studied,Support_Multiplier,Overcoming_Odds,Disadvantage_Score,Tutoring_Sessions,Motivation_Sustainability,Access_to_Resources,Parental_Education_Level,Previous_Scores,Inefficiency_Flag,Teacher_Quality,Motivation_Level,Effort_Payoff,Family_Income,Sleep_Hours,Physical_Activity,Peer_Influence,Support_Index,Resilience_Score,Exam_Score
66,22,5.5,39,7,3,0.9768,Low,Postgraduate,74,False,High,Medium,3.217391304347826,Low,9,3,Negative,5.0,0,65
93,16,3.2,45,4,0,0.6045,High,High School,65,False,Medium,Low,3.823529411764706,Medium,5,3,Negative,4.0,0,66
71,25,7.5,76,4,2,0.6816,Medium,High School,96,False,Medium,Low,3.6923076923076925,Low,7,3,Positive,6.0,0,69
74,21,6.300000000000001,85,2,1,0.703,Medium,High School,95,False,Medium,Low,4.318181818181818,Medium,8,5,Positive,6.0,0,66
69,22,7.700000000000001,21,6,1,0.7038,High,High School,51,False,High,Medium,2.217391304347826,Low,8,3,Positive,7.0,0,65
83,15,3.75,63,4,1,0.6889,Low,Postgraduate,83,False,Medium,Low,5.1875,High,7,2,Neutral,5.0,0,66
74,24,,9,9,1,0.7992,Low,,54,True,,Medium,2.16,Low,9,3,Neutral,,0,63
86,33,9.899999999999999,45,7,0,1.3760000000000001,Medium,Postgraduate,80,False,High,Medium,2.3529411764705883,Low,7,3,Neutral,6.0,0,72
61,14,3.5,78,3,3,0.5673,Medium,High School,93,False,High,Low,6.2,Medium,7,2,Negative,5.0,0,62
63,18,2.7,82,0,1,1.0332,High,High School,82,False,Medium,Medium,4.315789473684211,High,8,1,Negative,3.0,0,64
64,21,3.1500000000000004,38,7,2,1.4016,Low,College,73,False,Medium,High,3.3181818181818183,Low,7,2,Negative,3.0,0,61
77,25,7.5,93,1,0,0.7546,Medium,High School,98,False,Medium,Low,3.769230769230769,High,7,2,Positive,6.0,0,70
93,17,3.4,62,5,1,1.6182,Medium,High School,87,False,High,Medium,4.833333333333333,Low,6,2,Negative,4.0,0,67
96,3,0.75,47,3,3,1.1904,High,High School,62,False,Medium,Medium,15.5,Low,10,4,Neutral,5.0,0,66
70,28,7.0,44,5,2,0.9659999999999999,Medium,High School,69,False,Low,Medium,2.3793103448275863,Low,6,4,Positive,5.0,0,66
83,25,7.5,63,5,1,0.7303999999999999,Medium,College,88,False,High,Low,3.3846153846153846,Medium,8,3,Neutral,6.0,0,68
91,10,3.0,36,3,0,0.9282,High,Postgraduate,51,False,Medium,Medium,4.636363636363637,Low,10,3,Positive,6.0,0,67
72,16,4.800000000000001,48,1,1,0.7632,High,College,53,False,High,Medium,3.1176470588235294,High,5,3,Positive,6.0,0,65
76,29,10.15,83,2,0,0.7068000000000001,High,College,93,False,High,Low,3.1,Medium,8,4,Positive,7.0,0,70
81,29,7.25,42,2,1,0.8424,Medium,College,52,True,Medium,Medium,1.7333333333333334,High,7,4,Neutral,5.0,0,69
65,26,9.1,59,5,1,1.092,Medium,Postgraduate,84,False,High,Medium,3.111111111111111,Low,10,4,Positive,7.0,0,68
61,19,3.8,56,2,0,0.8052,Medium,High School,66,False,Medium,Medium,3.3,High,6,1,Neutral,4.0,0,61
66,20,5.0,81,2,0,0.6006,High,High School,91,False,High,Low,4.333333333333333,Medium,6,5,Negative,5.0,0,65
85,19,3.8,87,1,3,1.564,High,College,92,False,Medium,Medium,4.6,Medium,7,2,Neutral,4.0,0,71
63,27,4.050000000000001,88,2,0,0.6174,High,High School,98,False,Medium,Low,3.5,Medium,6,3,Negative,3.0,0,66
68,15,3.75,50,1,0,0.7480000000000001,High,High School,55,False,Medium,Medium,3.4375,High,6,3,Positive,5.0,0,62
74,15,3.0,26,9,0,1.0508,Low,Postgraduate,71,False,High,Medium,4.4375,Low,10,2,Negative,4.0,0,61
63,26,6.5,64,3,1,0.9954000000000001,High,High School,79,False,High,Medium,2.925925925925926,Low,7,2,Negative,5.0,0,67
68,20,6.0,76,4,0,1.3056,High,High School,96,False,High,Medium,4.571428571428571,Low,6,3,Neutral,6.0,0,66
96,28,7.0,48,3,1,1.8144,High,High School,63,True,Medium,High,2.1724137931034484,High,6,2,Positive,5.0,0,71
61,16,5.6000000000000005,34,4,0,0.9882000000000001,High,College,54,False,High,High,3.176470588235294,Low,8,3,Positive,7.0,1,62
86,20,5.0,50,2,1,0.516,Medium,Postgraduate,60,False,Medium,Low,2.857142857142857,High,8,3,Neutral,5.0,0,67
75,14,4.199999999999999,50,5,0,1.125,Medium,High School,75,False,High,Medium,5.0,Low,6,2,Neutral,6.0,0,64
87,20,4.0,59,5,2,1.4616,Low,High School,84,False,Medium,Medium,4.0,Medium,5,3,Neutral,4.0,0,68
84,11,2.75,70,3,3,2.142,Medium,College,85,False,Medium,High,7.083333333333333,Medium,7,4,Neutral,5.0,0,67
69,17,3.4,44,2,1,1.1178,Medium,High School,54,False,Low,High,3.0,High,7,2,Neutral,4.0,0,63
94,11,2.75,83,1,2,1.6543999999999999,High,High School,88,False,Medium,Medium,7.333333333333333,Medium,6,4,Positive,5.0,0,70
80,24,3.5999999999999996,53,6,1,1.328,High,High School,83,False,Low,Medium,3.32,Low,9,1,Negative,3.0,0,67
93,24,7.199999999999999,60,2,1,0.651,High,High School,70,False,High,Low,2.8,Medium,8,3,Neutral,6.0,0,71
76,10,2.5,54,5,3,0.6004,Low,High School,79,False,Medium,Low,7.181818181818182,Medium,7,4,Neutral,5.0,0,62
99,28,8.399999999999999,63,5,3,1.7424,Medium,High School,88,False,Medium,Medium,3.0344827586206895,Low,6,4,Positive,6.0,0,75
91,35,8.75,38,5,1,0.5733,Medium,High School,63,True,Medium,Low,1.75,Medium,10,5,Neutral,5.0,0,72
99,20,5.0,77,4,4,0.9602999999999999,Low,College,97,False,Medium,Low,4.619047619047619,High,5,3,Neutral,5.0,0,73
81,16,3.2,22,7,3,1.3851,Medium,High School,57,False,Low,High,3.3529411764705883,Low,6,3,Positive,4.0,0,64
79,37,5.550000000000001,90,1,1,2.2515,High,High School,95,False,Medium,High,2.5,High,6,1,Negative,3.0,0,73
90,12,3.5999999999999996,52,7,2,0.783,Low,Postgraduate,87,False,High,Low,6.6923076923076925,Low,7,2,Neutral,6.0,0,66
95,20,5.0,48,7,1,2.3654999999999995,Low,High School,83,False,Medium,High,3.9523809523809526,Medium,8,3,Positive,5.0,0,69
99,21,5.25,29,5,1,1.6038,Medium,College,54,False,Medium,High,2.4545454545454546,Low,5,4,Neutral,5.0,0,70
73,28,5.6,86,2,1,1.4016,High,Postgraduate,96,False,Medium,Medium,3.310344827586207,Medium,6,0,Negative,4.0,0,70
92,22,6.6000000000000005,60,1,0,1.1960000000000002,High,High School,65,False,High,Medium,2.8260869565217392,Medium,8,2,Positive,6.0,0,71
68,17,5.1,57,6,0,1.7748,High,College,87,False,Medium,High,4.833333333333333,Low,6,4,Positive,6.0,1,64
82,14,2.8,84,2,7,0.7707999999999999,High,Postgraduate,94,False,High,Low,6.266666666666667,Medium,6,4,Negative,4.0,0,71
67,18,4.5,42,4,1,1.2462000000000002,Medium,High School,62,False,Low,High,3.263157894736842,Low,7,2,Positive,5.0,0,63
74,14,4.199999999999999,81,3,2,0.7103999999999999,High,College,96,False,High,Low,6.4,Low,6,4,Neutral,6.0,0,68
97,20,5.0,66,3,3,1.5714000000000001,Medium,College,81,False,High,Medium,3.857142857142857,Medium,7,3,Neutral,5.0,0,71
66,17,4.25,68,3,4,1.0956,Medium,High School,83,False,High,Medium,4.611111111111111,Medium,8,5,Negative,5.0,0,65
85,11,2.75,76,4,1,1.632,Medium,High School,96,False,Medium,Medium,8.0,Low,7,3,Neutral,5.0,0,66
84,28,5.6,76,0,0,1.9152,High,High School,76,False,Medium,High,2.6206896551724137,High,9,3,Negative,4.0,0,72
65,17,5.1,57,3,1,0.46799999999999997,High,College,72,False,Medium,Low,4.0,Low,8,4,Positive,6.0,0,65
73,12,3.0,47,7,1,1.1971999999999998,Medium,High School,82,False,Medium,Medium,6.3076923076923075,Low,7,3,Positive,5.0,0,60
83,19,5.699999999999999,43,7,2,1.9422,Medium,Postgraduate,78,False,High,High,3.9,Low,7,4,Positive,6.0,1,67
67,20,5.0,33,4,1,1.0653000000000001,High,Postgraduate,53,False,Medium,High,2.5238095238095237,Low,10,2,Positive,5.0,0,65
92,10,2.0,29,6,0,1.6284,Low,High School,59,False,Medium,High,5.363636363636363,Low,6,2,Negative,4.0,0,64
99,22,5.5,51,0,2,1.0098,High,High School,51,False,High,Medium,2.217391304347826,High,7,4,Negative,5.0,0,72
69,14,2.8,35,4,3,0.759,Medium,High School,55,False,Low,Medium,3.6666666666666665,Low,6,2,Positive,4.0,0,62
67,30,7.5,61,5,0,1.1524,Medium,High School,86,False,Medium,Medium,2.774193548387097,Low,8,4,Neutral,5.0,0,67
78,23,6.8999999999999995,35,3,1,0.78,Medium,Postgraduate,50,False,Medium,Medium,2.0833333333333335,Medium,10,3,Positive,6.0,0,67
90,18,4.5,50,3,4,0.5850000000000001,Medium,College,65,False,Medium,Low,3.4210526315789473,Medium,7,3,Positive,5.0,0,69
71,16,3.2,67,1,1,0.5112,High,College,72,False,Low,Low,4.235294117647059,Medium,7,4,Neutral,4.0,0,65
61,19,3.8,87,2,0,0.5917,High,College,97,False,High,Low,4.85,Medium,7,3,Negative,4.0,0,62
82,24,6.0,56,2,0,1.0824,Medium,Postgraduate,66,False,Medium,Medium,2.64,Medium,5,3,Neutral,5.0,0,69
98,20,5.0,84,1,1,1.7444,High,College,89,False,Medium,Medium,4.238095238095238,High,7,3,Positive,5.0,0,72
76,19,3.8,40,6,1,0.5319999999999999,High,College,70,False,Medium,Low,3.5,Low,10,3,Negative,4.0,0,63
77,20,3.0,45,2,1,0.42350000000000004,Medium,College,55,False,Medium,Low,2.619047619047619,Medium,8,3,Negative,3.0,0,64
99,16,4.0,35,4,1,1.089,Medium,College,55,False,Medium,Medium,3.235294117647059,High,9,3,Neutral,5.0,0,67
88,18,4.5,62,2,2,1.9008,Medium,Postgraduate,72,False,High,High,3.789473684210526,High,9,4,Neutral,5.0,0,70
89,7,2.0999999999999996,23,6,3,0.9434,Low,High School,53,False,High,Medium,6.625,Low,6,2,Neutral,6.0,0,64
83,26,5.2,69,2,1,1.3114,Medium,High School,79,False,Medium,Medium,2.925925925925926,High,10,2,Neutral,4.0,0,69
99,22,3.3000000000000003,70,1,2,0.7424999999999999,High,High School,75,False,Medium,Low,3.260869565217391,Medium,4,4,Negative,3.0,0,72
88,15,3.0,70,3,4,1.496,Medium,Postgraduate,85,False,Medium,Medium,5.3125,Medium,7,2,Negative,4.0,0,69
96,31,7.75,39,4,3,1.1327999999999998,Medium,High School,59,True,Medium,Medium,1.84375,Low,4,5,Neutral,5.0,0,75
88,21,5.25,55,5,1,0.7040000000000001,Medium,Postgraduate,80,False,Medium,Low,3.6363636363636362,Medium,4,2,Positive,5.0,0,67
89,14,3.5,34,5,1,1.5753,Medium,College,59,False,Medium,High,3.933333333333333,Low,8,3,Neutral,5.0,0,67
72,25,,71,3,0,1.8576000000000001,Medium,High School,86,False,,High,3.3076923076923075,Medium,6,2,Neutral,,0,66
72,22,5.5,40,5,0,1.4040000000000001,Low,High School,65,False,Medium,High,2.8260869565217392,Medium,9,3,Neutral,5.0,0,64
91,22,4.4,46,7,2,1.4742000000000002,Low,High School,81,False,High,Medium,3.5217391304347827,Low,4,3,Negative,4.0,0,68
72,17,4.25,74,4,1,2.0304,Medium,High School,94,False,Medium,High,5.222222222222222,Low,7,5,Neutral,5.0,0,66
83,23,3.4499999999999997,54,4,3,1.2284,Medium,Postgraduate,74,False,Medium,Medium,3.0833333333333335,Low,5,2,Negative,3.0,0,69
70,18,6.3,40,4,1,0.84,Low,College,60,False,High,Medium,3.1578947368421053,Medium,7,3,Positive,7.0,0,65
93,23,3.4499999999999997,69,5,2,2.6226,Low,High School,94,False,Low,High,3.9166666666666665,Medium,9,3,Negative,3.0,0,70
64,9,1.8,43,5,0,0.43520000000000003,Low,High School,68,False,Medium,Low,6.8,Medium,10,3,Negative,4.0,0,57
93,17,3.4,77,2,2,0.8091,Medium,College,87,False,High,Low,4.833333333333333,High,8,3,Negative,4.0,0,69
84,30,7.5,46,4,0,0.5544,Low,Postgraduate,66,False,Low,Low,2.129032258064516,Medium,5,2,Positive,5.0,0,70
67,15,3.0,40,5,4,0.8710000000000001,Medium,College,65,False,Medium,Medium,4.0625,Medium,5,2,Negative,4.0,0,63
82,16,2.4000000000000004,67,3,1,1.3447999999999998,Medium,Postgraduate,82,False,Low,Medium,4.823529411764706,Medium,7,3,Neutral,3.0,0,66
71,17,5.1,43,3,3,0.8235999999999999,Medium,High School,58,False,Medium,Medium,3.2222222222222223,Medium,6,3,Positive,6.0,0,64
73,13,3.25,88,1,0,1.3578000000000001,High,Postgraduate,93,False,High,Medium,6.642857142857143,High,8,3,Neutral,5.0,0,65
74,7,1.75,64,1,1,1.5317999999999996,Medium,High School,69,False,Medium,High,8.625,High,10,4,Positive,5.0,0,64
63,19,4.75,26,5,2,0.9639000000000001,Low,High School,51,False,Medium,High,2.55,Medium,6,4,Neutral,5.0,0,62
99,21,6.300000000000001,55,2,1,0.6435,Medium,College,65,False,Medium,Low,2.9545454545454546,Medium,6,2,Positive,6.0,0,71
61,20,4.0,79,2,1,1.0858,High,Postgraduate,89,False,Medium,Medium,4.238095238095238,Medium,5,2,Neutral,4.0,0,64
86,19,5.699999999999999,88,1,1,2.3994,High,High School,93,False,High,High,4.65,Medium,7,2,Neutral,6.0,1,72
75,20,3.0,53,5,0,1.17,Medium,College,78,False,Medium,Medium,3.7142857142857144,Low,7,2,Negative,3.0,0,64
86,26,7.800000000000001,45,4,2,1.118,Low,Postgraduate,65,False,High,Medium,2.4074074074074074,High,7,4,Neutral,6.0,0,71
74,19,5.699999999999999,61,3,5,1.6871999999999998,Medium,College,76,False,High,High,3.8,Medium,8,4,Neutral,6.0,1,68
87,17,2.55,82,2,3,1.6008,Medium,College,92,False,Low,Medium,5.111111111111111,High,8,2,Negative,3.0,0,68
89,18,4.5,51,3,2,1.1748,Medium,College,66,False,Medium,Medium,3.473684210526316,Medium,7,3,Positive,5.0,0,68
88,23,4.6,44,5,3,1.2144,Medium,High School,69,False,High,Medium,2.875,Low,7,3,Negative,4.0,0,69
65,28,9.799999999999999,42,7,1,1.5015000000000003,Medium,College,77,False,High,High,2.6551724137931036,Low,7,3,Positive,7.0,1,67
86,16,4.0,59,7,0,0.8083999999999999,Low,High School,94,False,Medium,Low,5.529411764705882,Low,7,4,Positive,5.0,0,66
71,21,5.25,54,5,1,1.1218,Medium,Postgraduate,79,False,Medium,Medium,3.590909090909091,Low,6,4,Neutral,5.0,0,65
61,22,3.3000000000000003,55,1,0,1.098,High,High School,60,False,Low,High,2.608695652173913,High,5,2,Neutral,3.0,0,63
77,14,2.8,34,4,1,0.8316000000000001,Low,High School,54,False,High,Medium,3.6,Medium,7,2,Negative,4.0,0,62
77,20,3.0,55,0,1,0.8470000000000001,High,College,55,False,Low,Medium,2.619047619047619,High,6,1,Neutral,3.0,0,67
79,11,2.75,73,5,2,1.5484,Medium,High School,98,False,Medium,Medium,8.166666666666666,Low,8,4,Neutral,5.0,0,65
88,9,,66,5,1,1.6016000000000001,Medium,College,91,False,,Medium,9.1,Low,7,3,Negative,,0,66
72,22,5.5,68,4,2,1.2671999999999999,High,High School,88,False,Medium,Medium,3.8260869565217392,Medium,7,4,Positive,5.0,0,66
73,18,4.5,65,2,0,1.095,Medium,College,75,False,Medium,Medium,3.9473684210526314,High,8,1,Neutral,5.0,0,64
62,21,6.300000000000001,64,4,5,1.0415999999999999,Medium,High School,84,False,Medium,Medium,3.8181818181818183,Low,5,4,Positive,6.0,0,67
87,20,4.0,41,3,2,0.9744,Medium,College,56,False,Medium,Medium,2.6666666666666665,Medium,10,2,Neutral,4.0,0,67
83,14,2.0999999999999996,36,9,1,0.6723,Low,High School,81,False,Medium,Low,5.4,Low,4,4,Negative,3.0,0,61
74,20,5.0,66,5,1,1.3468,Medium,High School,91,False,Medium,Medium,4.333333333333333,Low,9,5,Neutral,5.0,0,66
88,13,2.6,43,2,2,0.9328000000000001,Medium,College,53,False,Medium,Medium,3.7857142857142856,Medium,7,4,Negative,4.0,0,66
81,28,8.399999999999999,30,7,1,1.0530000000000002,Low,High School,65,False,Medium,Medium,2.2413793103448274,Low,6,2,Positive,6.0,0,67
79,12,2.4,36,4,1,1.3272000000000002,Medium,High School,56,False,Low,High,4.3076923076923075,Low,5,5,Positive,4.0,0,64
80,19,3.8,33,6,1,0.504,Low,High School,63,False,Medium,Low,3.15,Low,6,3,Neutral,4.0,0,64
85,14,4.199999999999999,64,5,2,1.513,Medium,College,89,False,High,Medium,5.933333333333334,Medium,7,2,Positive,6.0,0,67
86,23,5.75,47,4,2,0.5762,High,College,67,False,High,Low,2.7916666666666665,Medium,7,3,Neutral,5.0,0,68
72,18,3.6,59,5,2,1.2096,Low,High School,84,False,Medium,Medium,4.421052631578948,Medium,9,4,Neutral,4.0,0,64
66,17,3.4,74,3,0,1.1748,Medium,College,89,False,Medium,Medium,4.944444444444445,Medium,7,3,Negative,4.0,0,63
66,25,7.5,71,4,2,1.2012,High,College,91,False,High,Medium,3.5,Low,7,3,Neutral,6.0,0,68
86,20,3.0,49,9,2,0.8083999999999999,Low,High School,94,False,Medium,Low,4.476190476190476,Low,8,2,Negative,3.0,0,64
95,23,5.75,45,7,2,2.28,Medium,High School,80,False,Medium,High,3.3333333333333335,Low,7,4,Neutral,5.0,0,70
76,14,3.5,39,5,3,0.9728,Medium,College,64,False,Medium,Medium,4.266666666666667,Medium,7,3,Positive,5.0,0,64
67,12,2.4,53,1,0,0.7772,Medium,High School,58,False,Medium,Medium,4.461538461538462,High,7,2,Neutral,4.0,0,59
90,21,6.300000000000001,55,4,4,1.35,Medium,High School,75,False,High,Medium,3.409090909090909,Low,8,2,Neutral,6.0,0,71
93,18,3.6,20,7,3,1.0230000000000001,Medium,High School,55,False,Medium,Medium,2.8947368421052633,Low,6,5,Negative,4.0,0,67
95,24,6.0,61,7,3,2.7359999999999998,Low,Postgraduate,96,False,Medium,High,3.84,Low,6,3,Neutral,5.0,0,73
84,20,4.0,42,6,3,1.2096,Low,High School,72,False,Medium,Medium,3.4285714285714284,High,8,3,Neutral,4.0,0,66
94,21,5.25,79,3,2,1.7671999999999999,High,College,94,False,High,Medium,4.2727272727272725,Low,5,2,Neutral,5.0,0,73
61,10,2.5,75,2,1,1.5555,Medium,High School,85,False,Medium,High,7.7272727272727275,Medium,7,4,Neutral,5.0,0,62
64,31,7.75,73,4,1,1.1904000000000001,High,High School,93,False,High,Medium,2.90625,Low,6,3,Neutral,5.0,0,69
64,19,4.75,84,2,3,1.2032,High,Postgraduate,94,False,High,Medium,4.7,Medium,8,3,Neutral,5.0,0,66
89,24,7.199999999999999,18,7,1,0.9434,Low,High School,53,True,High,Medium,2.12,Low,9,3,Neutral,6.0,0,68
63,15,4.5,76,2,4,0.5418,Medium,High School,86,False,Medium,Low,5.375,High,6,5,Positive,6.0,0,65
80,22,6.6000000000000005,36,5,1,1.4640000000000002,Medium,College,61,False,Medium,High,2.652173913043478,Low,8,2,Positive,6.0,1,67
79,12,2.4,84,3,2,0.7821,Medium,High School,99,False,Medium,Low,7.615384615384615,Medium,7,2,Negative,4.0,0,64
72,23,5.75,84,1,0,1.2816,High,High School,89,False,High,Medium,3.7083333333333335,Medium,6,3,Negative,5.0,0,67
95,18,4.5,15,7,3,0.475,Low,High School,50,False,Medium,Low,2.6315789473684212,Medium,7,3,Neutral,5.0,0,66
67,20,6.0,91,1,1,1.9296000000000002,Medium,High School,96,False,High,High,4.571428571428571,High,9,3,Positive,6.0,1,68
74,24,7.199999999999999,50,3,3,0.481,Medium,College,65,False,High,Low,2.6,Medium,7,2,Neutral,6.0,0,68
91,13,3.9000000000000004,36,7,1,0.6461,Low,College,71,False,Medium,Low,5.071428571428571,Low,9,2,Positive,6.0,0,64
61,16,4.0,71,2,2,0.49410000000000004,Medium,High School,81,False,Medium,Low,4.764705882352941,Medium,7,1,Neutral,5.0,0,63
87,23,5.75,86,2,2,1.6703999999999999,Medium,College,96,False,Medium,Medium,4.0,Medium,5,3,Positive,5.0,0,72
93,33,9.899999999999999,76,4,1,1.7856,Medium,Postgraduate,96,False,High,Medium,2.823529411764706,Low,7,1,Positive,6.0,0,75
97,19,4.75,58,4,2,0.7566,Medium,High School,78,False,Medium,Low,3.9,Low,5,3,Positive,5.0,0,71
95,24,4.8,61,1,2,0.627,Medium,High School,66,False,High,Low,2.64,High,7,3,Negative,4.0,0,71
73,19,5.699999999999999,49,3,4,0.4672,Medium,College,64,False,Medium,Low,3.2,Medium,6,5,Positive,6.0,0,66
83,32,9.600000000000001,48,4,3,1.1288,Medium,High School,68,False,Medium,Medium,2.0606060606060606,Low,10,4,Positive,6.0,0,71
63,10,3.0,49,2,0,0.3717,Medium,Postgraduate,59,False,High,Low,5.363636363636363,Medium,9,5,Positive,6.0,0,61
70,21,5.25,68,3,1,1.162,Medium,High School,83,False,Medium,Medium,3.772727272727273,Medium,7,3,Neutral,5.0,0,65
64,10,2.5,41,7,1,0.4864,Low,High School,76,False,Medium,Low,6.909090909090909,Low,9,1,Positive,5.0,0,58
73,5,1.25,69,4,1,1.9491,Low,High School,89,False,Medium,High,14.833333333333334,Medium,6,2,Neutral,5.0,0,62
95,22,5.5,40,3,2,1.045,Low,College,55,False,High,Medium,2.391304347826087,High,5,0,Neutral,5.0,0,69
74,21,5.25,45,5,1,1.036,Low,Postgraduate,70,False,Medium,Medium,3.1818181818181817,Medium,8,3,Neutral,5.0,0,65
82,18,4.5,42,4,3,1.5252,Medium,High School,62,False,Medium,High,3.263157894736842,Low,8,4,Neutral,5.0,0,69
77,19,5.699999999999999,57,4,1,1.7787000000000002,Medium,College,77,False,High,High,3.85,Low,6,3,Neutral,6.0,1,68
78,39,9.75,48,5,0,1.1388,Medium,College,73,False,Medium,Medium,1.825,Low,6,2,Positive,5.0,0,70
99,18,4.5,52,4,4,1.4256,Medium,High School,72,False,Medium,Medium,3.789473684210526,Low,8,4,Neutral,5.0,0,72
72,23,6.8999999999999995,31,7,3,0.4752,Medium,Postgraduate,66,False,Medium,Low,2.75,Low,4,4,Positive,6.0,0,66
85,16,4.0,71,3,2,0.731,High,High School,86,False,Medium,Low,5.0588235294117645,High,8,4,Neutral,5.0,0,68
77,22,3.3000000000000003,49,5,2,1.7094,Medium,College,74,False,Low,High,3.217391304347826,Low,7,4,Negative,3.0,0,67
62,19,5.699999999999999,30,6,1,0.744,Low,College,60,False,Medium,Medium,3.0,Low,8,2,Positive,6.0,0,61
80,18,4.5,32,9,1,1.2320000000000002,Low,College,77,False,High,Medium,4.052631578947368,Low,8,2,Negative,5.0,0,64
93,31,6.2,70,2,3,1.4880000000000002,Medium,High School,80,False,Medium,Medium,2.5,Medium,6,2,Neutral,4.0,0,74
64,27,5.4,26,5,1,0.9792,Medium,High School,51,True,High,High,1.8214285714285714,Low,5,3,Negative,4.0,0,64
63,21,4.2,40,4,2,0.756,Low,Postgraduate,60,False,Medium,Medium,2.727272727272727,Medium,9,2,Negative,4.0,0,64
66,6,1.5,42,4,2,0.4092,Medium,Postgraduate,62,False,Medium,Low,8.857142857142858,Low,7,4,Neutral,5.0,0,61
91,18,5.4,47,3,3,1.1284,High,High School,62,False,Medium,Medium,3.263157894736842,Low,7,3,Positive,6.0,0,71
89,36,9.0,32,6,2,0.5518,Low,College,62,True,High,Low,1.6756756756756757,Low,8,3,Negative,5.0,0,72
83,19,2.8499999999999996,59,1,0,1.0624,High,Postgraduate,64,False,Medium,Medium,3.2,Medium,6,5,Negative,3.0,0,68
79,27,5.4,33,6,2,1.4931,High,College,63,True,Medium,High,2.25,Low,8,5,Negative,4.0,0,69
96,29,5.8,74,4,2,2.7072,High,High School,94,False,High,High,3.1333333333333333,Low,8,4,Negative,4.0,0,74
91,21,5.25,46,4,3,0.6006,High,College,66,False,Medium,Low,3.0,Low,9,4,Neutral,5.0,0,70
92,15,5.25,52,3,1,0.6164000000000001,Low,Postgraduate,67,False,High,Low,4.1875,High,9,2,Positive,7.0,0,69
93,5,1.25,28,7,2,1.1718000000000002,Low,Postgraduate,63,False,High,Medium,10.5,Medium,7,3,Neutral,5.0,0,64
86,24,7.199999999999999,68,6,2,1.6856,Low,Postgraduate,98,False,Medium,Medium,3.92,High,8,5,Positive,6.0,0,71
78,15,3.75,62,3,0,0.6006,Low,College,77,False,Medium,Low,4.8125,High,7,3,Neutral,5.0,0,65
95,21,5.25,71,2,0,1.539,Medium,High School,81,False,Medium,Medium,3.6818181818181817,Medium,7,3,Neutral,5.0,0,71
97,13,3.9000000000000004,82,1,1,0.8439,High,Postgraduate,87,False,High,Low,6.214285714285714,Medium,5,2,Neutral,6.0,0,71
61,18,6.3,47,4,5,0.8174,Medium,Postgraduate,67,False,High,Medium,3.526315789473684,High,7,2,Positive,7.0,0,66
62,20,2.0,88,2,1,1.8227999999999998,Medium,High School,98,False,Low,High,4.666666666666667,High,4,4,Negative,2.0,0,64
98,22,,43,3,0,1.1367999999999998,Medium,,58,False,,Medium,2.5217391304347827,Medium,7,3,Neutral,,0,70
71,13,3.25,43,6,1,0.5183,Low,High School,73,False,High,Low,5.214285714285714,High,9,3,Neutral,5.0,0,61
95,27,6.75,42,3,1,1.6244999999999996,Medium,High School,57,True,Low,High,2.0357142857142856,Medium,8,3,Positive,5.0,0,71
76,16,3.2,65,5,0,1.368,Medium,Postgraduate,90,False,Medium,Medium,5.294117647058823,Low,7,3,Neutral,4.0,0,65
65,10,2.5,25,6,0,0.7150000000000001,High,High School,55,False,High,Medium,5.0,Low,7,3,Neutral,5.0,0,59
63,19,4.75,63,3,3,0.4914,Medium,College,78,False,Medium,Low,3.9,Medium,6,2,Neutral,5.0,0,63
66,20,5.0,45,2,1,0.36300000000000004,Medium,Postgraduate,55,False,High,Low,2.619047619047619,High,6,3,Negative,5.0,0,64
70,21,4.2,43,6,0,0.511,Low,College,73,False,Medium,Low,3.3181818181818183,High,8,4,Neutral,4.0,0,63
80,28,5.6,49,3,1,1.024,High,Postgraduate,64,False,Medium,Medium,2.206896551724138,Low,5,2,Neutral,4.0,0,70
88,19,5.699999999999999,85,2,1,1.672,Medium,High School,95,False,High,Medium,4.75,Medium,5,3,Neutral,6.0,0,70
99,19,4.75,48,1,1,1.0494,High,College,53,False,Medium,Medium,2.65,Medium,8,4,Neutral,5.0,0,72
78,13,3.25,62,4,0,1.9187999999999998,High,College,82,False,High,High,5.857142857142857,Low,7,2,Neutral,5.0,0,65
81,25,5.0,75,2,3,2.0655,Medium,Postgraduate,85,False,Medium,High,3.269230769230769,Medium,7,1,Negative,4.0,0,71
81,21,5.25,84,2,3,1.5228,Medium,Postgraduate,94,False,Medium,Medium,4.2727272727272725,Medium,7,1,Neutral,5.0,0,70
82,17,4.25,74,4,1,1.5415999999999999,Low,High School,94,False,High,Medium,5.222222222222222,High,10,3,Neutral,5.0,0,66
81,9,2.25,74,5,2,1.6038000000000001,Medium,High School,99,False,Medium,Medium,9.9,Low,7,3,Neutral,5.0,0,64
60,29,4.35,33,6,0,0.756,High,Postgraduate,63,True,Medium,Medium,2.1,Low,7,4,Negative,3.0,0,64
60,13,2.6,44,4,1,0.384,Low,College,64,False,Medium,Low,4.571428571428571,Medium,10,4,Neutral,4.0,0,59
64,16,4.0,50,4,5,0.8959999999999999,High,High School,70,False,Low,Medium,4.117647058823529,Low,7,4,Positive,5.0,0,65
64,22,7.700000000000001,57,4,1,0.9856,Medium,High School,77,False,High,Medium,3.347826086956522,Low,10,3,Positive,7.0,0,66
